temperature,ph_level,moisture,risk_score,risk_class
36.74,5.73,51.16,0,Low
36.47,5.42,43.22,0,Low
37.55,3.37,22.52,2,Medium
36.47,3.99,32.34,1,Low
39.44,8.93,100.0,6,High
38.05,5.53,56.33,1,Low
38.54,7.13,70.8,3,Medium
38.87,7.53,94.11,5,High
36.0,5.4,39.89,0,Low
37.84,7.51,72.2,3,Medium
39.09,8.41,94.09,6,High
37.59,7.33,52.75,1,Low
38.62,6.67,76.08,3,Medium
36.42,4.41,74.71,1,Low
36.64,5.09,25.93,0,Low
36.8,5.06,17.4,0,Low
37.11,5.41,59.62,0,Low
39.67,8.17,100.0,6,High
36.88,7.48,65.56,1,High
37.17,8.1,64.79,2,Medium
38.64,7.64,100.0,5,High
36.57,4.1,39.51,0,Low
35.95,4.62,39.95,0,Medium
37.75,6.25,97.46,3,High
38.79,7.99,87.79,5,High
38.36,7.12,80.77,2,Medium
39.03,8.43,98.87,6,High
37.85,4.64,40.79,1,Low
38.19,8.78,100.0,5,High
36.77,5.15,57.0,0,Low
37.36,4.83,51.35,0,Low
37.89,5.92,62.01,1,Low
37.23,4.85,48.13,0,Low
37.88,7.93,100.0,4,High
38.22,8.27,98.17,5,High
37.99,6.5,53.58,1,Low
36.53,4.98,40.82,0,Low
35.87,4.52,55.31,0,Low
37.87,5.97,66.26,2,Medium
38.15,6.42,43.89,1,Low
38.61,7.66,86.69,5,High
37.88,7.59,54.92,2,Medium
35.63,4.7,32.45,0,Low
36.8,5.71,39.85,0,Low
38.27,8.36,100.0,5,High
36.41,4.87,44.62,0,Low
39.64,8.36,90.88,6,High
36.85,4.71,34.87,0,Low
38.91,8.77,100.0,6,High
39.12,9.5,91.66,6,High
37.76,8.04,57.06,3,Medium
37.15,4.81,43.68,0,Low
38.47,7.32,78.89,2,Medium
36.73,4.52,31.09,0,Low
38.46,6.13,63.37,1,Low
38.93,7.98,92.7,5,High
39.03,8.17,96.9,6,High
37.75,4.98,47.84,1,Low
39.11,9.12,85.28,6,High
36.68,5.69,42.42,0,Low
39.34,8.41,83.44,5,High
38.27,6.74,65.32,2,Medium
36.93,3.88,49.51,1,Low
36.72,6.96,76.95,1,Low
37.0,4.77,32.52,0,Low
39.56,8.62,99.35,6,High
37.0,3.95,34.57,1,Low
36.93,6.18,42.12,0,Low
37.44,6.25,92.21,2,Medium
39.57,8.06,89.99,6,High
37.65,6.57,63.25,1,Low
37.49,6.44,70.49,1,Low
38.04,7.03,68.21,2,Medium
38.96,7.9,90.37,5,High
37.27,8.54,69.27,3,Medium
38.45,8.89,88.99,5,High
38.55,8.04,93.35,6,High
38.88,7.77,83.85,4,High
39.18,8.6,96.38,6,High
39.13,8.1,76.06,5,High
36.41,4.27,38.19,0,Low
38.22,7.77,100.0,4,High
38.79,7.5,83.99,4,High
36.11,5.4,61.21,0,Low
39.51,7.37,88.06,4,High
37.04,6.23,57.83,0,High
39.22,6.88,67.11,3,Medium
38.35,8.24,76.19,4,High
36.54,5.66,58.33,0,Low
38.94,6.92,72.4,3,Medium
38.53,8.83,91.36,6,Low
37.18,6.72,84.08,1,Low
38.82,9.14,79.93,5,High
37.53,5.4,41.53,1,Low
38.42,8.37,91.58,5,Medium
38.2,8.36,85.76,5,High
39.66,9.5,100.0,6,High
36.47,4.95,49.87,0,Low
39.69,6.98,87.63,4,High
37.48,6.61,75.94,1,Low
37.25,5.71,60.54,0,Low
37.17,6.02,82.33,1,Low
37.92,6.04,76.34,2,Medium
37.46,8.18,73.64,3,Medium
38.1,7.11,88.57,3,Medium
36.87,4.7,55.07,0,Low
38.97,9.5,69.97,5,High
36.74,4.84,42.55,0,Low
36.47,5.16,39.15,0,Low
37.77,7.26,63.31,1,Low
38.27,7.14,59.73,1,Low
38.74,6.19,76.41,3,Medium
39.51,7.79,82.29,4,High
36.32,5.28,45.83,0,Low
36.59,4.2,52.72,0,Low
37.89,7.02,87.52,3,Medium
38.33,8.55,80.94,4,High
37.6,6.24,67.5,2,Medium
38.45,7.54,73.36,3,Medium
36.72,7.09,47.21,0,Low
38.8,8.36,86.39,6,High
37.83,7.17,67.51,2,Medium
39.84,8.51,83.8,5,High
38.03,8.17,81.6,4,High
36.73,3.61,29.84,1,Low
36.57,4.65,41.75,0,Low
38.03,7.88,88.29,4,Low
36.81,5.48,37.4,0,Low
38.54,7.11,60.45,2,Medium
37.13,6.21,48.01,0,Low
37.3,6.77,66.65,1,Low
37.41,5.17,33.75,0,Low
38.72,7.21,74.48,3,Medium
39.06,7.61,93.1,5,High
38.68,7.81,63.94,3,Medium
38.36,8.07,90.01,5,High
36.75,5.23,50.95,0,Low
38.13,7.03,77.11,2,Medium
37.64,6.11,47.61,1,Low
39.63,7.78,94.27,5,High
40.24,7.33,90.55,4,High
36.58,4.7,58.65,0,Low
38.47,5.98,67.18,2,Medium
38.15,7.09,77.22,2,Medium
38.23,6.08,73.89,2,Medium
37.06,7.19,76.77,1,Low
36.96,5.07,50.16,0,Low
37.71,5.73,84.87,2,Medium
37.44,7.02,81.59,1,Low
38.34,6.32,93.16,3,Medium
39.27,8.77,98.91,6,High
39.64,9.25,100.0,6,High
36.58,4.1,74.79,1,Low
39.64,7.87,97.71,5,High
37.69,6.72,74.63,2,Medium
37.35,7.33,82.27,1,Low
39.32,7.92,79.83,4,High
39.34,8.19,77.04,5,High
36.92,5.25,21.64,0,Low
37.12,7.88,72.09,2,Medium
39.49,8.41,100.0,6,High
37.97,6.57,72.63,2,Medium
36.35,5.45,34.43,0,Low
38.0,7.1,68.9,2,Medium
39.08,8.36,82.89,5,High
36.47,5.46,50.0,0,Low
38.98,8.73,80.62,5,High
39.7,7.44,99.24,4,High
38.77,7.99,98.26,5,High
35.42,4.93,50.64,0,Low
36.16,4.81,56.72,0,Low
37.14,7.79,67.86,2,Medium
37.2,6.7,75.1,1,Medium
37.31,4.89,85.23,2,Medium
39.6,8.76,94.77,6,High
39.19,9.06,90.66,6,High
35.85,3.88,56.86,1,Low
40.13,9.0,100.0,6,High
36.14,3.84,62.94,1,Low
38.69,7.34,69.24,3,Medium
36.83,4.86,62.11,0,Low
37.98,6.32,83.06,2,Medium
39.17,8.64,83.37,5,High
37.89,6.36,79.63,2,Medium
39.42,7.01,92.29,4,High
36.33,5.27,44.05,0,Low
38.18,7.16,72.92,2,Low
38.02,6.66,81.11,2,Medium
39.13,7.36,97.55,4,High
38.27,9.19,95.58,5,High
38.13,6.73,67.2,2,Medium
37.17,4.95,69.87,1,Low
37.2,5.42,53.12,0,Low
36.48,5.48,44.66,0,Low
37.92,6.81,64.22,1,Low
35.83,5.21,42.82,0,Low
37.89,6.81,67.33,2,Medium
36.6,6.38,48.27,0,High
36.88,4.59,46.75,0,Low
36.76,5.25,49.82,0,Low
39.84,8.45,100.0,6,High
39.48,7.76,100.0,5,High
39.17,8.04,93.62,6,High
36.46,6.08,50.61,0,Low
38.45,6.09,77.43,2,Medium
39.27,9.31,83.37,5,High
38.53,6.29,62.54,2,Medium
36.76,4.01,51.62,0,Low
37.25,5.36,67.96,1,Low
36.45,4.44,47.87,0,Medium
39.61,7.64,100.0,5,High
36.5,6.26,35.6,0,Low
38.13,9.31,76.82,4,High
38.52,8.99,97.64,6,Medium
38.83,8.45,100.0,6,High
38.44,8.48,95.92,5,High
37.1,4.86,46.53,0,Low
39.07,9.17,92.96,6,High
36.86,5.71,54.29,0,Low
35.85,3.26,60.3,1,Low
36.59,5.49,68.13,1,Low
37.08,4.38,35.92,0,Low
36.92,5.78,59.28,0,Low
36.52,4.61,35.1,0,Low
36.11,6.23,29.37,0,Low
36.93,7.04,69.98,1,Low
36.13,5.0,38.47,0,Low
37.58,5.12,51.39,1,Low
38.43,8.19,100.0,5,High
36.78,4.42,11.94,0,Low
37.79,5.42,64.69,1,Low
35.42,4.22,49.76,0,Low
36.59,4.63,56.28,0,Low
38.05,6.96,66.31,2,Medium
38.64,9.32,98.9,6,High
38.43,7.34,98.77,3,Medium
37.97,6.5,55.36,1,Low
37.19,4.52,35.85,0,Low
38.51,9.27,89.13,6,High
36.62,4.73,58.51,0,Low
38.44,6.95,65.44,2,Medium
37.69,7.97,80.02,3,Medium
38.34,9.12,91.09,5,High
37.37,4.64,41.17,0,Low
37.24,7.05,62.38,0,Low
37.55,6.33,61.61,1,Low
37.82,6.84,93.54,3,Medium
39.26,8.63,89.5,6,High
38.91,8.32,85.31,6,High
37.91,5.22,84.96,2,Medium
37.99,7.33,80.81,2,Medium
39.46,7.94,100.0,5,High
38.35,6.66,91.97,3,Medium
37.18,5.44,49.85,0,Low
37.57,4.73,80.74,2,Medium
37.18,5.25,59.4,0,Low
35.37,5.43,40.88,0,Low
38.2,7.28,67.28,2,Medium
38.64,7.12,85.28,4,High
38.04,8.27,94.27,5,High
36.35,4.34,41.19,0,Low
37.87,5.58,77.01,2,Medium
36.79,5.62,48.93,0,Low
37.66,7.9,98.82,4,High
37.52,6.19,48.6,1,Low
38.32,7.91,86.73,4,High
38.35,8.44,100.0,5,High
38.71,8.81,92.77,6,High
36.55,4.86,52.81,0,Low
38.46,7.73,92.45,4,High
38.71,7.52,100.0,5,High
36.91,7.87,67.91,2,Medium
39.58,9.19,98.02,6,High
38.07,6.98,97.03,3,Medium
36.19,4.81,38.31,0,Low
39.54,8.33,88.17,6,High
38.04,8.53,81.61,4,High
36.67,5.59,41.87,0,Low
36.46,4.24,52.59,0,Low
39.16,8.16,88.46,6,High
37.11,5.99,49.47,0,Low
37.69,6.64,81.95,2,Medium
38.73,7.57,88.37,5,High
38.76,7.41,62.34,2,Medium
38.43,7.86,88.67,4,High
36.12,6.6,33.68,0,Low
37.44,5.92,42.81,0,Low
39.14,8.28,79.63,5,High
37.48,8.25,88.55,4,High
36.12,5.19,50.27,0,Low
35.34,7.21,58.59,0,Low
37.54,7.59,74.95,3,Medium
38.13,6.71,74.02,2,Medium
36.77,5.2,61.71,0,Low
37.5,6.82,62.7,1,Low
38.54,6.68,51.71,2,Low
37.93,6.83,75.56,2,Medium
36.53,4.16,39.71,0,Low
37.76,7.35,74.04,2,Medium
38.67,9.11,95.38,6,High
36.9,4.53,19.69,0,Low
36.97,5.06,43.36,0,Low
37.73,9.05,88.34,5,High
37.56,7.8,78.81,3,Medium
39.6,8.11,85.12,6,High
37.51,5.74,77.76,2,Medium
39.27,8.37,94.39,6,High
37.47,7.26,57.25,0,Low
35.9,5.01,64.32,0,Low
37.79,8.71,100.0,5,High
38.14,5.71,74.35,2,Medium
36.51,5.73,34.92,0,Low
36.66,6.04,69.94,1,Low
37.25,6.4,73.3,1,Low
36.63,5.51,40.88,0,Low
38.31,9.36,98.9,5,High
36.46,5.14,52.18,0,Low
35.93,5.31,19.6,0,Low
38.63,5.67,54.01,2,Medium
39.73,8.4,74.76,5,High
38.96,7.49,91.09,4,High
38.61,9.29,94.72,6,High
37.06,4.89,42.67,0,Low
39.31,7.81,100.0,5,High
39.03,8.06,86.39,6,High
37.68,6.56,63.36,1,High
37.34,6.46,76.1,1,Low
36.61,5.04,40.67,0,Low
38.35,7.27,84.38,2,Medium
38.65,7.99,87.08,5,High
37.44,7.02,69.32,1,Low
38.02,6.85,77.93,2,Medium
38.77,6.84,52.97,2,Medium
36.8,5.02,41.89,0,Low
36.93,8.12,64.14,2,Medium
37.94,7.57,95.43,4,High
39.22,8.19,88.34,6,High
38.18,9.04,100.0,5,High
37.35,6.52,73.4,1,Low
39.2,8.17,89.08,6,High
37.64,8.11,84.47,4,High
36.94,6.82,64.85,0,Low
37.37,7.41,79.85,1,Low
38.67,7.56,92.81,5,High
38.94,8.47,88.12,6,High
36.93,4.93,49.84,0,Low
36.77,5.39,34.76,0,Low
37.88,6.79,64.78,1,Low
38.35,7.75,84.12,3,Medium
38.2,8.03,90.64,5,High
37.62,6.56,74.83,2,Medium
39.07,6.82,80.51,3,Medium
39.24,8.26,96.85,6,High
38.68,5.61,79.49,3,Medium
37.39,8.36,88.49,4,High
37.99,7.36,74.42,2,Medium
38.55,7.01,92.77,4,High
38.69,7.87,99.95,5,High
38.65,8.06,92.85,6,High
37.24,7.73,65.96,2,Medium
38.05,7.81,76.31,3,Medium
38.19,6.99,80.93,2,Medium
36.47,5.56,44.94,0,Low
37.92,5.07,68.0,2,Medium
36.22,5.64,47.2,0,Low
37.05,5.48,50.05,0,Low
36.44,5.71,47.44,0,Low
37.71,5.36,76.57,2,Medium
37.07,5.34,56.62,0,Low
37.85,5.67,66.42,2,Medium
38.45,7.33,68.18,2,Medium
37.99,7.69,74.1,3,Medium
38.96,7.05,96.43,4,High
37.29,7.45,75.59,1,Low
40.22,8.58,84.84,5,High
38.73,8.96,92.25,6,High
35.88,5.04,44.32,0,Low
36.49,5.31,44.95,0,Low
37.76,6.43,71.94,2,Medium
38.65,7.93,90.54,5,High
36.74,6.0,58.6,0,Low
37.28,6.09,31.16,0,Low
39.63,9.04,83.83,5,High
38.95,9.31,78.9,5,High
35.69,5.1,72.17,1,Low
37.95,7.24,68.84,2,Medium
38.1,6.12,69.06,2,Medium
37.06,5.91,49.03,0,Low
36.98,4.58,37.37,0,Low
37.26,7.13,80.49,1,Low
38.12,6.3,59.83,1,Low
36.1,4.1,47.58,0,Low
38.23,8.4,62.23,3,Medium
37.4,5.66,54.6,0,Low
39.58,8.68,91.52,6,High
36.65,6.15,31.87,0,Low
36.29,4.71,44.81,0,Low
36.83,5.04,48.32,0,Medium
37.89,8.84,83.39,4,High
39.1,8.15,93.9,6,High
37.76,8.02,77.08,4,High
36.95,4.51,71.1,1,Low
38.97,8.03,87.4,6,High
37.51,7.75,57.95,2,Medium
39.29,7.97,94.26,5,High
37.35,7.32,76.04,1,Medium
38.67,8.09,87.4,6,High
38.94,8.51,90.54,6,High
36.1,4.54,46.6,0,Low
37.76,8.56,91.99,5,High
36.54,4.43,39.56,0,Low
38.11,8.21,72.65,4,High
36.74,4.86,31.79,0,Medium
38.5,7.21,73.91,2,Medium
36.52,4.64,36.8,0,Low
38.13,6.96,78.16,2,Medium
37.35,6.38,64.09,0,Low
38.57,8.86,96.41,6,High
38.98,9.07,81.52,5,High
37.16,5.02,36.95,0,Low
38.64,7.7,83.08,4,High
36.7,6.06,41.52,0,Low
38.62,7.59,71.45,4,High
37.49,5.96,70.36,1,Low
38.7,5.54,58.39,2,Medium
39.21,6.65,76.12,3,Medium
39.71,9.33,86.68,6,High
37.48,7.31,85.29,2,Medium
38.88,7.7,90.07,5,High
36.4,3.73,40.68,1,Low
35.69,5.16,51.07,0,Low
37.23,7.38,79.67,1,Low
37.37,6.88,70.9,1,Low
39.67,7.96,74.85,4,High
39.19,8.41,92.67,6,High
36.04,4.7,63.54,0,Low
36.57,5.86,59.57,0,Low
39.31,7.58,100.0,5,High
37.33,7.11,65.07,1,Low
36.82,6.24,50.2,0,Low
39.31,7.7,97.31,5,High
38.1,5.38,47.49,1,Low
39.95,7.51,95.86,5,High
38.76,8.17,100.0,6,High
39.13,8.98,84.93,5,High
38.35,7.51,68.45,3,Medium
38.38,7.72,82.66,3,Medium
38.76,8.46,93.9,6,High
36.06,4.84,35.7,0,Low
37.45,3.93,69.28,2,Medium
36.95,5.69,55.42,0,Low
38.73,5.93,68.44,3,Medium
37.05,6.27,88.73,2,Medium
37.59,6.46,80.94,2,Medium
39.08,7.06,72.28,3,Low
36.67,5.53,39.41,0,Low
38.08,6.25,64.11,1,Low
37.71,7.69,68.33,3,Medium
38.0,6.73,71.58,2,Medium
38.07,7.48,79.91,2,Medium
37.14,6.37,83.85,1,Low
38.44,7.33,84.53,2,Medium
39.46,8.81,81.6,5,High
39.29,7.49,89.33,4,High
37.98,5.43,71.31,2,Medium
38.69,6.26,64.55,2,Medium
36.75,5.07,52.25,0,Low
38.1,6.21,68.57,2,Medium
35.9,4.8,29.7,0,Low
38.42,6.94,68.83,2,Medium
36.77,5.57,53.58,0,Low
37.86,5.94,61.71,1,Low
38.68,9.34,78.74,5,High
39.36,8.0,92.46,5,High
37.83,6.56,71.79,2,Medium
37.41,4.86,40.28,0,Low
37.33,5.48,22.21,0,Low
36.18,5.16,44.6,0,Low
38.79,9.04,96.18,6,High
39.59,7.21,89.32,4,High
38.2,5.43,67.4,2,Medium
36.84,5.83,54.14,0,Low
36.94,4.86,46.76,0,Low
38.87,8.42,97.69,6,High
37.22,6.63,53.44,0,Low
36.86,5.33,52.36,0,Low
35.76,6.06,67.21,1,Low
36.9,4.83,45.08,0,Low
38.22,7.38,76.27,2,Medium
39.37,7.59,96.66,5,High
36.59,6.05,33.99,0,Low
38.52,9.03,100.0,6,Medium
37.19,6.16,44.6,0,Low
36.97,4.41,46.32,0,Low
36.35,5.6,51.29,0,Low
39.03,9.25,94.43,6,High
38.7,6.57,59.53,2,Medium
38.98,8.74,83.9,5,High
36.05,5.04,37.22,0,Low
36.45,3.39,31.08,1,Low
39.11,7.56,94.38,5,High
36.96,4.92,41.1,0,Low
37.88,4.47,47.72,1,Low
37.42,5.52,63.99,0,Low
37.73,6.62,79.11,2,Medium
36.56,3.94,48.85,1,Low
38.3,5.88,68.08,2,Medium
38.75,9.09,87.43,6,High
37.56,5.51,57.04,1,Low
37.18,7.05,70.26,1,Low
36.71,4.34,55.09,0,Low
37.71,6.4,76.89,2,Medium
37.33,8.35,76.04,3,Medium
37.85,6.52,75.01,2,Medium
38.44,7.71,89.71,4,High
36.36,5.94,26.92,0,Low
36.3,6.4,38.55,0,Low
37.38,6.81,72.7,1,Low
37.09,5.19,55.22,0,Low
38.02,6.63,84.58,2,Low
38.63,7.89,91.9,5,High
37.56,6.9,71.84,2,Medium
37.05,6.06,56.34,0,Low
38.36,7.9,80.45,3,Medium
36.04,5.53,50.75,0,Low
38.72,6.98,86.33,4,High
36.72,5.43,48.9,0,Low
38.56,7.83,98.3,5,High
37.78,8.28,75.78,4,High
36.26,5.93,47.48,0,Low
39.31,8.73,94.4,6,High
36.83,5.39,36.22,0,Low
37.28,7.05,56.63,0,Low
38.6,8.14,85.43,6,High
39.11,7.63,89.76,5,High
38.11,7.69,96.89,4,High
37.98,7.62,62.06,2,Medium
37.58,6.52,83.4,2,Medium
36.0,4.04,61.82,0,Low
38.7,7.23,87.9,4,High
38.03,6.71,54.35,1,Low
38.99,7.6,95.24,5,High
37.64,7.38,68.9,2,Medium
40.12,7.54,96.16,5,High
36.11,4.6,37.96,0,Low
38.69,8.08,96.7,6,High
36.11,5.47,51.63,0,Low
36.88,5.93,44.41,0,Low
38.34,8.18,61.14,3,Medium
38.45,6.89,52.53,1,Low
38.31,7.44,76.18,2,Medium
37.48,7.07,75.79,1,Low
36.75,5.27,46.66,0,Low
36.18,4.93,43.49,0,Low
38.45,7.08,61.89,1,Low
37.52,5.72,62.7,1,Low
37.94,8.29,74.83,4,High
36.96,5.76,40.69,0,Low
37.68,6.79,63.72,1,Low
38.11,6.0,54.67,1,Low
38.76,7.61,88.18,5,High
38.19,6.27,56.96,1,Low
39.29,8.73,92.82,6,High
37.46,4.66,62.84,0,Low
39.51,8.63,74.18,5,High
35.99,3.75,55.55,1,Low
36.47,5.6,62.82,0,Low
38.88,8.05,94.3,6,High
38.13,7.14,69.49,2,Medium
38.35,5.77,76.19,2,Medium
37.33,6.31,91.21,2,Medium
38.17,8.68,83.82,4,High
36.86,4.36,48.85,0,Low
36.95,5.13,13.93,0,Low
36.46,5.99,49.74,0,Low
38.47,7.73,89.79,4,High
37.27,4.89,30.3,0,Low
38.38,6.67,67.79,2,Medium
37.44,5.01,61.47,0,Low
36.48,3.91,57.19,1,Medium
38.09,7.14,57.01,1,Low
37.05,5.8,53.66,0,Low
35.73,4.99,33.52,0,Low
37.17,4.33,44.45,0,Low
39.44,7.19,72.32,3,Medium
36.63,6.93,75.92,1,Low
38.53,8.3,95.21,6,High
38.36,7.02,63.95,1,Low
36.53,5.55,40.67,0,Low
37.59,6.05,71.72,2,Medium
39.38,8.56,83.88,5,High
37.52,5.52,64.03,1,Low
36.86,5.1,55.89,0,Low
36.41,6.15,21.83,0,Low
38.26,8.08,86.52,5,High
37.46,7.0,56.94,0,Low
39.34,9.5,95.62,6,High
37.85,6.94,64.81,1,Low
35.46,5.39,39.28,0,Low
39.78,7.44,92.18,4,High
39.0,7.23,100.0,4,High
38.58,8.01,86.94,6,High
39.0,7.84,95.37,5,High
37.41,4.85,35.36,0,Low
40.22,8.6,84.46,5,High
37.28,4.05,35.96,0,Low
38.26,8.14,95.7,5,High
36.75,5.82,49.8,0,Low
37.57,7.46,58.23,1,Low
38.92,8.88,85.34,6,High
35.98,5.31,39.91,0,Low
36.22,5.38,31.76,0,Low
39.44,8.1,97.64,6,High
36.6,5.11,61.65,0,Low
38.48,6.3,60.13,1,Low
39.73,8.9,90.1,6,High
38.27,6.92,71.92,2,Medium
37.51,6.25,62.99,1,Low
37.97,6.77,77.62,2,Medium
38.56,7.93,62.43,3,Medium
38.37,7.91,85.56,4,High
36.9,7.09,75.55,1,Low
37.31,5.64,37.95,0,Low
38.17,6.17,84.75,2,Medium
39.24,8.39,88.35,6,High
37.66,7.88,85.89,4,High
36.21,5.32,29.49,0,Low
37.56,9.46,88.87,5,High
38.47,7.67,84.75,3,Medium
36.27,4.43,31.1,0,Low
39.62,8.05,89.86,6,High
37.94,6.98,67.81,2,Medium
38.05,5.96,81.93,2,Medium
39.91,8.45,100.0,6,High
38.01,6.22,62.98,1,Low
37.97,6.33,78.33,2,Medium
37.02,4.32,56.99,0,Low
39.62,8.79,89.32,6,High
39.97,8.03,95.99,6,High
35.67,4.14,49.87,0,Low
39.15,8.89,93.13,6,High
36.9,5.12,38.09,0,Low
37.94,6.32,68.22,2,Medium
39.73,8.31,90.46,6,High
37.46,5.73,54.02,0,Low
37.92,6.7,76.83,2,Medium
36.48,5.43,35.72,0,Low
39.02,9.0,96.47,6,High
37.93,8.0,52.59,2,Medium
38.98,7.17,78.32,3,Medium
38.77,7.83,89.61,5,High
38.11,8.39,71.0,4,High
39.89,7.47,85.52,4,High
36.81,3.99,36.04,1,Low
36.91,5.83,30.34,0,Low
39.46,7.8,74.14,4,High
38.54,9.13,89.05,6,High
37.97,5.76,75.14,2,Medium
37.48,7.1,87.5,2,Medium
36.08,4.58,51.19,0,Low
37.6,8.25,86.1,5,High
38.1,7.86,90.47,4,High
36.78,5.66,45.32,0,Low
37.81,7.36,80.33,2,Medium
37.44,7.07,74.78,1,Low
37.56,6.27,77.56,2,Medium
38.63,8.95,79.03,5,High
36.29,5.61,43.69,0,Low
36.47,5.6,40.83,0,Low
37.51,5.02,36.89,1,Low
40.02,7.87,100.0,5,High
37.97,6.94,92.16,3,Medium
39.03,8.04,88.3,6,High
37.77,6.95,69.76,2,Medium
36.79,5.5,38.5,0,Low
38.57,7.48,78.32,3,Medium
37.17,6.1,54.7,0,Low
38.88,8.54,96.7,6,High
38.56,9.15,81.42,5,High
38.1,7.63,99.98,4,High
37.86,7.2,69.89,2,Medium
37.71,5.96,49.25,1,Low
36.49,4.52,46.17,0,Low
37.73,5.64,91.32,3,Medium
38.13,6.46,54.38,1,Low
38.71,8.63,97.25,6,High
39.49,9.28,93.12,6,High
36.85,3.67,43.15,1,Low
36.72,4.45,52.27,0,Low
38.5,8.1,53.24,4,High
39.36,7.61,72.24,4,High
36.57,3.65,35.73,1,Low
38.47,7.85,100.0,4,High
39.07,8.35,94.72,6,High
38.12,5.77,68.92,2,Medium
36.49,5.36,52.62,0,Low
39.1,8.25,72.79,5,High
36.84,4.31,48.37,0,Low
38.49,7.21,73.22,2,Medium
38.72,8.45,85.03,6,High
37.93,8.69,90.14,5,High
36.21,5.06,45.73,0,Low
37.38,7.31,51.54,0,Low
35.82,5.58,49.8,0,Low
37.34,4.78,52.32,0,Low
37.86,7.85,90.82,4,High
39.4,8.39,92.65,6,High
38.7,6.05,100.0,4,High
37.78,6.62,62.16,1,Low
36.58,4.5,46.79,0,Low
37.06,4.06,35.34,0,Low
36.28,4.37,37.92,0,Low
36.55,4.85,32.66,0,Low
37.26,3.66,26.36,1,Low
39.84,6.92,96.52,4,High
36.17,6.11,42.86,0,Low
36.24,5.7,55.01,0,Low
38.62,6.79,100.0,4,High
36.87,4.3,26.64,0,Low
37.43,7.9,74.87,2,Medium
36.53,4.82,54.6,0,Low
36.77,5.21,34.81,0,Low
37.75,6.01,78.53,2,Medium
39.15,7.49,96.5,4,High
37.27,7.08,62.15,0,Low
38.52,7.03,57.72,2,Medium
38.27,5.71,56.69,1,Low
36.67,5.27,39.73,0,Low
36.17,5.44,47.57,0,Low
38.49,6.44,63.39,1,Low
35.59,4.88,43.71,0,Low
38.38,9.11,97.01,5,High
37.68,7.12,63.74,1,Low
36.43,5.76,59.18,0,Low
38.13,6.79,59.92,1,Low
35.97,5.81,63.63,0,Low
37.58,7.64,82.16,3,Medium
38.81,8.16,83.83,5,High
36.25,4.62,43.78,0,Low
36.87,7.53,62.6,1,Low
37.59,4.65,73.07,2,Medium
37.58,4.73,76.88,2,Medium
36.82,4.84,31.27,0,Low
38.25,6.52,66.4,2,Medium
37.95,5.91,79.19,2,Medium
36.45,6.51,41.32,0,Low
38.19,5.37,82.51,2,Medium
39.21,6.17,87.92,4,High
39.57,8.83,93.1,6,High
37.35,4.82,66.66,1,Low
38.15,6.43,84.07,2,Medium
39.77,8.31,89.62,6,High
38.62,7.61,71.38,4,High
37.01,3.99,45.42,1,Low
37.19,7.1,91.54,2,Medium
36.98,6.65,55.35,0,Low
36.72,5.34,62.21,0,Low
36.52,6.12,69.3,1,Low
36.05,6.22,69.96,1,Low
38.3,8.22,92.74,5,High
38.59,6.85,61.28,2,Medium
38.77,8.87,83.41,5,High
37.95,8.39,73.9,4,High
39.34,8.66,86.82,6,High
36.87,5.04,26.8,0,Low
36.28,3.94,40.77,1,Low
39.62,8.77,92.15,6,High
38.96,7.54,82.76,4,High
39.74,8.85,81.36,5,High
36.4,4.89,38.57,0,Low
36.59,5.15,47.69,0,Low
38.97,8.84,100.0,6,High
37.14,6.85,81.09,1,Low
36.94,4.05,38.14,0,Low
38.81,6.9,100.0,4,High
38.98,7.29,93.01,4,High
36.84,5.83,39.18,0,Low
38.86,7.04,100.0,4,High
39.42,7.92,77.66,4,High
37.34,7.08,74.43,1,Low
37.51,6.68,60.5,1,Low
36.89,4.99,38.18,0,Low
38.12,7.27,89.34,3,Medium
39.56,8.59,90.24,6,High
40.16,8.35,84.55,5,High
37.33,8.18,98.74,4,High
36.75,5.45,58.24,0,Low
38.12,6.55,46.86,1,Low
38.16,6.92,63.12,1,Low
38.75,8.18,89.55,6,High
37.33,7.25,62.79,0,Low
38.34,6.0,78.83,2,Medium
35.78,5.96,48.72,0,Low
39.5,9.1,91.61,6,High
38.09,6.53,54.17,1,Low
37.29,5.41,32.19,0,Low
38.71,6.94,98.14,4,High
37.49,5.8,42.27,0,Low
37.81,5.7,47.86,1,Low
36.66,5.41,33.77,0,Low
37.76,6.83,73.29,2,Medium
36.93,4.42,52.3,0,Low
38.66,7.62,100.0,5,High
37.98,7.97,70.83,3,Medium
36.1,4.92,54.26,0,Low
36.61,5.85,42.43,0,Low
37.25,6.4,57.31,0,Low
36.82,4.93,65.66,1,Low
38.82,9.4,88.85,6,High
36.99,5.91,61.02,0,Low
37.66,6.71,60.13,1,Low
36.6,6.18,52.12,0,Low
35.52,4.15,40.74,0,Low
36.55,3.97,42.06,1,Low
35.9,6.4,40.78,0,Low
38.84,8.05,83.27,5,High
39.1,9.05,97.58,6,High
39.49,8.49,85.0,6,High
36.89,5.03,50.76,0,Low
40.1,7.04,94.62,4,High
38.22,6.23,81.69,2,Medium
36.01,4.23,46.5,0,Low
37.5,5.73,66.92,2,Medium
37.72,6.1,43.22,1,Low
38.78,6.14,67.9,3,Medium
36.79,5.9,26.53,0,Low
39.79,8.64,87.92,6,High
